frame.number,frame.time,frame.len,eth.src,eth.dst,ip.src,ip.dst,ip.proto,ip.len,tcp.len,tcp.srcport,tcp.dstport,Value,normality,ExtractedIPSrc,ExtractedIPDst,ExtractedEthSrc,ExtractedEthDst,ExtractedErrorMessage
28918,124342347830367,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61068.0,-99.0,0,,,,,
28928,124343167100809,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56671.0,-99.0,0,,,,,
28937,124343989109279,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59177.0,-99.0,0,,,,,
28946,124344601745129,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56826.0,-99.0,0,,,,,
28947,124344820698829,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56826.0,-99.0,0,,,,,
28956,124345425158234,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61545.0,-99.0,0,,,,,
28965,124346240378466,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53868.0,-99.0,0,,,,,
28978,124346985622819,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59185.0,-99.0,0,,,,,
28991,124347783858911,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49250.0,-99.0,0,,,,,
29000,124348699648123,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61190.0,-99.0,0,,,,,
29012,124349980179142,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51104.0,-99.0,0,,,,,
29025,124350177383218,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64801.0,-99.0,0,,,,,
29038,124351549304391,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49939.0,-99.0,0,,,,,
29048,124351769751303,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63796.0,-99.0,0,,,,,
29060,124352705396354,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63605.0,-99.0,0,,,,,
29069,124353384064973,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63710.0,-99.0,0,,,,,
29078,124354199712635,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64503.0,-99.0,0,,,,,
29087,124355015453119,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58000.0,-99.0,0,,,,,
29098,124355834016370,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53885.0,-99.0,0,,,,,
29108,124356701387725,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64631.0,-99.0,0,,,,,
29109,124356976669242,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64631.0,-99.0,0,,,,,
29110,124357264665884,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64631.0,-99.0,0,,,,,
29121,124358364185326,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51125.0,-99.0,0,,,,,
29130,124358387600575,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54547.0,-99.0,0,,,,,
29140,124359099009755,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62729.0,-99.0,0,,,,,
29149,124359505391657,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62983.0,-99.0,0,,,,,
29158,124359610786706,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50652.0,-99.0,0,,,,,
29167,124359710636922,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60110.0,-99.0,0,,,,,
29176,124359824231254,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64824.0,-99.0,0,,,,,
29185,124359935027250,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55981.0,-99.0,0,,,,,
29194,124400047294056,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59731.0,-99.0,0,,,,,
29203,124400156339193,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61701.0,-99.0,0,,,,,
29214,124400264294521,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65322.0,-99.0,0,,,,,
29223,124400374528488,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63840.0,-99.0,0,,,,,
29232,124400488295324,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49498.0,-99.0,0,,,,,
29241,124400601073173,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56497.0,-99.0,0,,,,,
29249,124400718778593,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62199.0,-99.0,0,,,,,
29259,124400824467610,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62349.0,-99.0,0,,,,,
29268,124400935911841,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62294.0,-99.0,0,,,,,
29269,124401152663294,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62294.0,-99.0,0,,,,,
29278,124401233158170,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64800.0,-99.0,0,,,,,
29287,124401266465805,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57194.0,-99.0,0,,,,,
29288,124401492666151,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57194.0,-99.0,0,,,,,
29290,124401748663325,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57194.0,-99.0,0,,,,,
29299,124401769328215,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60619.0,-99.0,0,,,,,
29308,124401859455683,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55314.0,-99.0,0,,,,,
29317,124401972237802,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56221.0,-99.0,0,,,,,
29326,124402083377111,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60924.0,-99.0,0,,,,,
29335,124402197910184,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56511.0,-99.0,0,,,,,
29345,124402306642745,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53623.0,-99.0,0,,,,,
29346,124402528663900,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53623.0,-99.0,0,,,,,
29356,124402543934742,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58008.0,-99.0,0,,,,,
29365,124402569378996,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53118.0,-99.0,0,,,,,
29374,124402656334678,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63926.0,-99.0,0,,,,,
29384,124402778059862,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63656.0,-99.0,0,,,,,
29394,124402883738859,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55816.0,-99.0,0,,,,,
29403,124402998095921,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62789.0,-99.0,0,,,,,
29413,124403105917947,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61408.0,-99.0,0,,,,,
29422,124403217938671,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64118.0,-99.0,0,,,,,
29431,124403327238836,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61656.0,-99.0,0,,,,,
29440,124403448378892,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56215.0,-99.0,0,,,,,
29449,124403554786999,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58934.0,-99.0,0,,,,,
29458,124403667629452,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64092.0,-99.0,0,,,,,
29468,124403779346681,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56754.0,-99.0,0,,,,,
29477,124403893984581,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50726.0,-99.0,0,,,,,
29486,124404004998451,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58728.0,-99.0,0,,,,,
29495,124404114181005,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59500.0,-99.0,0,,,,,
29504,124404226238563,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54213.0,-99.0,0,,,,,
29514,124404339641434,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51120.0,-99.0,0,,,,,
29523,124404450682106,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49367.0,-99.0,0,,,,,
29532,124404562430912,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53153.0,-99.0,0,,,,,
29541,124404678439907,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50557.0,-99.0,0,,,,,
29551,124404787695133,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64940.0,-99.0,0,,,,,
29552,124405004666256,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64940.0,-99.0,0,,,,,
29562,124405113579827,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49894.0,-99.0,0,,,,,
29571,124405136396761,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51402.0,-99.0,0,,,,,
29581,124405521720716,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56319.0,-99.0,0,,,,,
29590,124405863807121,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58853.0,-99.0,0,,,,,
29600,124405883033733,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51024.0,-99.0,0,,,,,
29609,124405999445369,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62094.0,-99.0,0,,,,,
29618,124406088670094,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60052.0,-99.0,0,,,,,
29627,124406199294375,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50238.0,-99.0,0,,,,,
29637,124406312200692,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61370.0,-99.0,0,,,,,
29647,124406425085057,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49313.0,-99.0,0,,,,,
29656,124406536853810,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52244.0,-99.0,0,,,,,
29665,124406651949071,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57402.0,-99.0,0,,,,,
29675,124406763987594,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49578.0,-99.0,0,,,,,
29684,124406873915846,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60655.0,-99.0,0,,,,,
29694,124406985467069,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58800.0,-99.0,0,,,,,
29703,124407097616255,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53946.0,-99.0,0,,,,,
29712,124407208024576,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64673.0,-99.0,0,,,,,
29721,124407322886875,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62691.0,-99.0,0,,,,,
29730,124407433632014,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55476.0,-99.0,0,,,,,
29740,124407546005451,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65107.0,-99.0,0,,,,,
29749,124407661156204,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56128.0,-99.0,0,,,,,
29759,124407773983850,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61906.0,-99.0,0,,,,,
29768,124407883879943,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58111.0,-99.0,0,,,,,
29777,124407996505097,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62587.0,-99.0,0,,,,,
29787,124408108745183,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51918.0,-99.0,0,,,,,
29796,124408218515188,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64225.0,-99.0,0,,,,,
29806,124408333058660,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58468.0,-99.0,0,,,,,
29815,124408442987149,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60499.0,-99.0,0,,,,,
29824,124408556918185,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56180.0,-99.0,0,,,,,
29834,124408668592447,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52531.0,-99.0,0,,,,,
29843,124408784381074,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62477.0,-99.0,0,,,,,
29852,124408896005168,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51439.0,-99.0,0,,,,,
29861,124409010440004,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53775.0,-99.0,0,,,,,
29871,124409385273519,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53530.0,-99.0,0,,,,,
29875,124410160662273,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53530.0,-99.0,0,,,,,
29884,124410183312259,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52151.0,-99.0,0,,,,,
29893,124410273507010,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50223.0,-99.0,0,,,,,
29902,124410385065299,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56056.0,-99.0,0,,,,,
29912,124410499749775,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57448.0,-99.0,0,,,,,
29921,124410613800404,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63244.0,-99.0,0,,,,,
29931,124410726134711,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49413.0,-99.0,0,,,,,
29940,124410862554504,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52251.0,-99.0,0,,,,,
29949,124410951484834,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61009.0,-99.0,0,,,,,
29958,124411105001534,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50960.0,-99.0,0,,,,,
29967,124411172371613,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59773.0,-99.0,0,,,,,
29977,124411283777024,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49259.0,-99.0,0,,,,,
29986,124411397823261,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54530.0,-99.0,0,,,,,
29995,124411506970936,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54935.0,-99.0,0,,,,,
30004,124411620288482,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52764.0,-99.0,0,,,,,
30014,124411731868769,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51329.0,-99.0,0,,,,,
30024,124411845393011,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49368.0,-99.0,0,,,,,
30033,124411963650147,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65060.0,-99.0,0,,,,,
30042,124412073771391,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64912.0,-99.0,0,,,,,
30051,124412181851885,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58001.0,-99.0,0,,,,,
30060,124412296001994,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58251.0,-99.0,0,,,,,
30070,124412406661950,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49624.0,-99.0,0,,,,,
30079,124412517626520,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63255.0,-99.0,0,,,,,
30089,124412695784600,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61829.0,-99.0,0,,,,,
30090,124412976666239,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61829.0,-99.0,0,,,,,
30099,124413005908665,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54415.0,-99.0,0,,,,,
30108,124413108529893,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62690.0,-99.0,0,,,,,
30111,124413352660818,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62690.0,-99.0,0,,,,,
30112,124413616668414,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62690.0,-99.0,0,,,,,
30120,124413641388398,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60510.0,-99.0,0,,,,,
30130,124413734186622,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59634.0,-99.0,0,,,,,
30139,124413842756314,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63348.0,-99.0,0,,,,,
30149,124413957475837,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63150.0,-99.0,0,,,,,
30158,124414069698523,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63302.0,-99.0,0,,,,,
30167,124414182003668,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62921.0,-99.0,0,,,,,
30176,124414296552646,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56356.0,-99.0,0,,,,,
30185,124414405557160,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55660.0,-99.0,0,,,,,
30195,124414520985494,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57035.0,-99.0,0,,,,,
30204,124414631951678,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62015.0,-99.0,0,,,,,
30213,124414744011285,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50044.0,-99.0,0,,,,,
30222,124414855730316,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59676.0,-99.0,0,,,,,
30231,124414967039606,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61108.0,-99.0,0,,,,,
30241,124415079309640,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56402.0,-99.0,0,,,,,
30250,124415190260244,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57439.0,-99.0,0,,,,,
30259,124415304460692,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61627.0,-99.0,0,,,,,
30268,124415415554455,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59219.0,-99.0,0,,,,,
30277,124415530115674,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57841.0,-99.0,0,,,,,
30287,124415645532223,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58126.0,-99.0,0,,,,,
30296,124415755722374,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50092.0,-99.0,0,,,,,
30305,124415865470696,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59451.0,-99.0,0,,,,,
30314,124415978973444,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55924.0,-99.0,0,,,,,
30323,124416090864166,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59152.0,-99.0,0,,,,,
30333,124416200305209,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60600.0,-99.0,0,,,,,
30342,124416312614802,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53012.0,-99.0,0,,,,,
30351,124416427896344,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63640.0,-99.0,0,,,,,
30360,124416538274770,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57903.0,-99.0,0,,,,,
30369,124416651591954,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61718.0,-99.0,0,,,,,
30380,124416765531718,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62508.0,-99.0,0,,,,,
30389,124416878365593,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53971.0,-99.0,0,,,,,
30398,124416990976315,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50514.0,-99.0,0,,,,,
30407,124417101857759,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52452.0,-99.0,0,,,,,
30416,124417213384903,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65130.0,-99.0,0,,,,,
30417,124417432666782,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65130.0,-99.0,0,,,,,
30426,124417480202489,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56061.0,-99.0,0,,,,,
30442,124418651825658,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50976.0,-99.0,0,,,,,
30451,124418673446095,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61084.0,-99.0,0,,,,,
30460,124418762398357,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49330.0,-99.0,0,,,,,
30470,124418874032298,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61765.0,-99.0,0,,,,,
30479,124418989439472,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52987.0,-99.0,0,,,,,
30488,124419099490476,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52704.0,-99.0,0,,,,,
30497,124419215803127,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63116.0,-99.0,0,,,,,
30506,124419331152080,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58490.0,-99.0,0,,,,,
30507,124419552672290,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58490.0,-99.0,0,,,,,
30516,124419577339157,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53486.0,-99.0,0,,,,,
30526,124419667055614,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51282.0,-99.0,0,,,,,
30535,124419778299944,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56497.0,-99.0,0,,,,,
30544,124419891971383,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58549.0,-99.0,0,,,,,
30553,124420007453980,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64645.0,-99.0,0,,,,,
30557,124420224662536,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64645.0,-99.0,0,,,,,
30568,124420247893127,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52050.0,-99.0,0,,,,,
30577,124420336290596,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65300.0,-99.0,0,,,,,
30587,124420455420712,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52898.0,-99.0,0,,,,,
30596,124420561509420,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64089.0,-99.0,0,,,,,
30605,124420675964166,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60636.0,-99.0,0,,,,,
30614,124420787111295,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54776.0,-99.0,0,,,,,
30623,124420898403500,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54435.0,-99.0,0,,,,,
30634,124421228413894,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61535.0,-99.0,0,,,,,
30645,124421249813472,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65104.0,-99.0,0,,,,,
30646,124421468663893,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65104.0,-99.0,0,,,,,
30656,124421706450842,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60351.0,-99.0,0,,,,,
30657,124422384708170,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60351.0,-99.0,0,,,,,
30660,124423088704306,288,167275820076079,110425385261001,1921680121,192168035,6.0,274.0,234.0,80.0,60351.0,-99.0,0,,,,,
30662,124424464667560,288,167275820076079,110425385261001,1921680121,192168035,6.0,274.0,234.0,80.0,60351.0,-99.0,0,,,,,
30670,124427216695169,288,167275820076079,110425385261001,1921680121,192168035,6.0,274.0,234.0,80.0,60351.0,-99.0,0,,,,,
30677,124432848671819,288,167275820076079,110425385261001,1921680121,192168035,6.0,274.0,234.0,80.0,60351.0,-99.0,0,,,,,
30687,124443856720971,288,167275820076079,110425385261001,1921680121,192168035,6.0,274.0,234.0,80.0,60351.0,-99.0,0,,,,,
30719,124458815973243,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55493.0,-99.0,0,,,,,
30720,124459036669513,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55493.0,-99.0,0,,,,,
30721,124459508703018,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55493.0,-99.0,0,,,,,
30734,124500534021373,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54161.0,-99.0,0,,,,,
30743,124500558417966,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58651.0,-99.0,0,,,,,
30752,124500659318498,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55053.0,-99.0,0,,,,,
30761,124500774091362,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,54266.0,-99.0,0,,,,,
30771,124500885011783,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56925.0,-99.0,0,,,,,
30780,124500996931672,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64353.0,-99.0,0,,,,,
